report_date,commodity,country,marketing_year,crop_stage,Beginning Stocks,Production,Imports,Exports,Ending Stocks,Domestic Total 2,Domestic Crush
2019-06-11,corn,Southeast Asia  7/,2018/19 Est.,out of scope,2.32,30.12,16.6,0.98,2.86,45.2,
2019-06-11,corn,South Korea,2018/19 Est.,out of scope,1.89,0.08,10.2,0.0,1.86,10.3,
2019-06-11,corn,Selected Other,2018/19 Est.,out of scope,,,,,0.0,,
2019-06-11,corn,Canada,2018/19 Est.,out of scope,2.42,13.9,2.2,2.0,2.02,14.5,
2019-06-11,corn,China,2018/19 Est.,out of scope,222.53,257.33,5.0,0.02,209.84,275.0,
2019-06-11,corn,World  3/,2019/20 Proj.,out of scope,325.38,1099.19,167.43,169.84,290.52,1134.05,
2019-06-11,corn,World Less China,2019/20 Proj.,out of scope,115.54,845.19,160.43,169.82,98.71,855.05,
2019-06-11,corn,United States,2019/20 Proj.,out of scope,55.77,347.49,1.27,54.61,42.56,307.35,
2019-06-11,corn,Total Foreign,2019/20 Proj.,out of scope,269.61,751.7,166.16,115.23,247.96,826.69,
2019-06-11,corn,Major Exporters  4/,2019/20 Proj.,out of scope,16.23,211.5,1.17,101.0,16.19,111.7,
2019-06-11,corn,Argentina,2019/20 Proj.,out of scope,3.58,50.0,0.01,33.5,5.09,15.0,
2019-06-11,corn,Brazil,2019/20 Proj.,out of scope,8.81,101.0,1.0,34.0,7.31,69.5,
2019-06-11,corn,Russia,2019/20 Proj.,out of scope,0.26,13.5,0.04,5.0,0.3,8.5,
2019-06-11,corn,South Africa,2019/20 Proj.,out of scope,1.97,14.0,0.1,1.5,2.27,12.3,
2019-06-11,corn,Ukraine,2019/20 Proj.,out of scope,1.6,33.0,0.02,27.0,1.22,6.4,
2019-06-11,corn,Major Importers  5/,2019/20 Proj.,out of scope,21.18,130.27,95.1,4.49,20.91,221.15,
2019-06-11,corn,Egypt,2019/20 Proj.,out of scope,2.13,7.2,10.0,0.01,2.42,16.9,
2019-06-11,corn,European Union  6/,2019/20 Proj.,out of scope,7.24,64.2,20.0,2.0,7.94,81.5,
2019-06-11,corn,Japan,2019/20 Proj.,out of scope,1.4,0.0,15.6,0.0,1.4,15.6,
2019-06-11,corn,Mexico,2019/20 Proj.,out of scope,5.15,27.0,18.5,1.5,3.65,45.5,
2019-06-11,corn,Southeast Asia  7/,2019/20 Proj.,out of scope,2.86,31.71,16.4,0.98,3.39,46.6,
2019-06-11,corn,South Korea,2019/20 Proj.,out of scope,1.86,0.08,10.5,0.0,1.84,10.6,
2019-06-11,corn,Canada,2019/20 Proj.,out of scope,2.02,14.0,1.0,1.5,1.82,13.7,
2019-06-11,corn,China,2019/20 Proj.,out of scope,209.84,254.0,7.0,0.02,191.82,279.0,
2019-06-11,soybean,World  2/,2017/18,out of scope,96.16,341.54,152.92,152.96,99.1,,338.56
2019-06-11,soybean,World Less China,2017/18,out of scope,75.5,326.34,58.82,152.82,75.58,,232.26
2019-06-11,soybean,United States,2017/18,out of scope,8.21,120.07,0.59,57.95,11.92,,59.0
2019-06-11,soybean,Total Foreign,2017/18,out of scope,87.95,221.48,152.32,95.01,87.18,,279.56
2019-06-11,soybean,Major Exporters  3/,2017/18,out of scope,60.64,171.43,4.89,85.57,57.23,,94.17
2019-06-11,soybean,Argentina,2017/18,out of scope,27.0,37.8,4.7,2.11,23.75,,43.63
2019-06-11,soybean,Brazil,2017/18,out of scope,33.21,122.0,0.18,76.18,32.7,,46.51
2019-06-11,soybean,Paraguay,2017/18,out of scope,0.44,10.3,0.01,6.03,0.77,,3.94
2019-06-11,soybean,Major Importers  4/,2017/18,out of scope,23.34,19.11,124.51,0.43,26.17,,140.35
2019-06-11,soybean,China,2017/18,out of scope,20.66,15.2,94.1,0.13,23.52,,106.3
2019-06-11,soybean,European Union,2017/18,out of scope,1.15,2.54,14.58,0.28,1.4,,16.6
2019-06-11,soybean,Southeast Asia,2017/18,out of scope,1.15,0.69,7.71,0.02,0.88,,8.64
2019-06-11,soybean,Mexico,2017/18,out of scope,0.15,0.43,4.87,0.0,0.17,,5.29
2019-06-11,soybean,World  2/,2018/19 Est.,out of scope,99.1,362.08,148.56,149.69,112.8,,347.25
2019-06-11,soybean,World Less China,2018/19 Est.,out of scope,75.58,346.18,63.56,149.56,91.6,,244.15
2019-06-11,soybean,United States,2018/19 Est.,out of scope,11.92,123.66,0.46,46.27,29.13,,60.66
2019-06-11,soybean,Total Foreign,2018/19 Est.,out of scope,87.18,238.41,148.09,103.42,83.67,,286.59
2019-06-11,soybean,Major Exporters  3/,2018/19 Est.,out of scope,57.23,183.98,6.51,93.75,55.66,,98.31
2019-06-11,soybean,Argentina,2018/19 Est.,out of scope,23.75,56.0,6.35,7.75,29.45,,48.9
2019-06-11,soybean,Brazil,2018/19 Est.,out of scope,32.7,117.0,0.15,78.5,26.0,,45.35
2019-06-11,soybean,Paraguay,2018/19 Est.,out of scope,0.77,9.0,0.01,5.6,0.2,,3.98
2019-06-11,soybean,Major Importers  4/,2018/19 Est.,out of scope,26.17,19.79,118.12,0.34,24.05,,139.69
2019-06-11,soybean,China,2018/19 Est.,out of scope,23.52,15.9,85.0,0.13,21.2,,103.1
2019-06-11,soybean,European Union,2018/19 Est.,out of scope,1.4,2.68,15.5,0.18,1.44,,17.96
2019-06-11,soybean,Southeast Asia,2018/19 Est.,out of scope,0.88,0.66,9.09,0.04,1.03,,9.56
2019-06-11,soybean,Mexico,2018/19 Est.,out of scope,0.17,0.34,5.23,0.0,0.2,,5.54
2019-06-11,soybean meal,World  2/,2017/18,out of scope,13.24,232.35,59.99,63.92,12.43,229.23,
2019-06-11,soybean meal,World Less China,2017/18,out of scope,13.24,161.07,59.97,62.72,12.43,159.13,
2019-06-11,soybean meal,United States,2017/18,out of scope,0.36,44.66,0.45,12.75,0.5,32.21,
2019-06-11,soybean meal,Total Foreign,2017/18,out of scope,12.87,187.69,59.54,51.17,11.92,197.02,
2019-06-11,soybean meal,Major Exporters  3/,2017/18,out of scope,7.24,68.59,0.03,43.26,7.09,25.51,
2019-06-11,soybean meal,Argentina,2017/18,out of scope,3.34,27.93,0.0,25.35,2.92,3.0,
2019-06-11,soybean meal,Brazil,2017/18,out of scope,3.32,34.5,0.02,16.06,4.06,17.71,
2019-06-11,soybean meal,India,2017/18,out of scope,0.58,6.16,0.01,1.84,0.11,4.8,
2019-06-11,soybean meal,Major Importers  4/,2017/18,out of scope,1.9,20.48,38.62,0.66,1.38,58.96,
2019-06-11,soybean meal,European Union,2017/18,out of scope,0.49,11.81,18.35,0.4,0.21,30.04,
2019-06-11,soybean meal,Mexico,2017/18,out of scope,0.04,4.15,1.82,0.02,0.04,5.95,
2019-06-11,soybean meal,Southeast Asia 5/,2017/18,out of scope,1.28,2.7,16.72,0.25,1.04,19.42,
2019-06-11,soybean meal,World  2/,2018/19 Est.,out of scope,12.43,236.38,63.07,66.6,12.54,232.74,
2019-06-11,soybean meal,World Less China,2018/19 Est.,out of scope,12.43,168.27,63.04,65.7,12.54,165.5,
2019-06-11,soybean meal,United States,2018/19 Est.,out of scope,0.5,44.58,0.64,12.7,0.41,32.61,
2019-06-11,soybean meal,Total Foreign,2018/19 Est.,out of scope,11.92,191.8,62.43,53.9,12.13,200.13,
2019-06-11,soybean meal,Major Exporters  3/,2018/19 Est.,out of scope,7.09,72.5,0.04,45.65,7.07,26.92,
2019-06-11,soybean meal,Argentina,2018/19 Est.,out of scope,2.92,31.8,0.0,28.1,3.44,3.19,
2019-06-11,soybean meal,Brazil,2018/19 Est.,out of scope,4.06,33.1,0.03,15.7,3.36,18.13,
2019-06-11,soybean meal,India,2018/19 Est.,out of scope,0.11,7.6,0.02,1.85,0.28,5.6,
2019-06-11,soybean meal,Major Importers  4/,2018/19 Est.,out of scope,1.38,22.31,39.77,0.58,1.67,61.21,
2019-06-11,soybean meal,European Union,2018/19 Est.,out of scope,0.21,12.88,18.7,0.35,0.4,31.04,
2019-06-11,soybean meal,Mexico,2018/19 Est.,out of scope,0.04,4.35,2.0,0.02,0.05,6.33,
2019-06-11,soybean meal,Southeast Asia 5/,2018/19 Est.,out of scope,1.04,3.28,17.3,0.22,1.13,20.27,
2019-06-11,soybean meal,World  2/,2019/20 Proj.,out of scope,12.54,241.51,65.25,68.75,12.09,238.45,
2019-06-11,soybean meal,World Less China,2019/20 Proj.,out of scope,12.54,173.39,65.2,67.85,12.09,171.19,
2019-06-11,soybean meal,United States,2019/20 Proj.,out of scope,0.41,45.04,0.45,12.34,0.36,33.2,
2019-06-11,soybean meal,Total Foreign,2019/20 Proj.,out of scope,12.13,196.46,64.79,56.41,11.73,205.25,
2019-06-11,soybean meal,Major Exporters  3/,2019/20 Proj.,out of scope,7.07,75.55,0.04,48.05,6.61,28.0,
2019-06-11,soybean meal,Argentina,2019/20 Proj.,out of scope,3.44,34.0,0.0,31.0,3.14,3.3,
2019-06-11,soybean meal,Brazil,2019/20 Proj.,out of scope,3.36,33.95,0.03,15.2,3.19,18.95,
2019-06-11,soybean meal,India,2019/20 Proj.,out of scope,0.28,7.6,0.02,1.85,0.29,5.75,
2019-06-11,soybean meal,Major Importers  4/,2019/20 Proj.,out of scope,1.67,22.79,40.81,0.6,1.79,62.88,
2019-06-11,soybean meal,European Union,2019/20 Proj.,out of scope,0.4,12.64,19.0,0.35,0.35,31.34,
2019-06-11,soybean meal,Mexico,2019/20 Proj.,out of scope,0.05,4.7,2.13,0.02,0.12,6.75,
2019-06-11,soybean meal,Southeast Asia 5/,2019/20 Proj.,out of scope,1.13,3.61,17.9,0.23,1.23,21.19,
2019-06-11,soybean oil,World  2/,2017/18,out of scope,3.79,55.17,9.72,10.51,3.54,54.63,
2019-06-11,soybean oil,World Less China,2017/18,out of scope,3.12,39.04,9.23,10.3,2.97,38.13,
2019-06-11,soybean oil,United States,2017/18,out of scope,0.78,10.78,0.15,1.11,0.91,9.7,
2019-06-11,soybean oil,Total Foreign,2017/18,out of scope,3.02,44.39,9.56,9.4,2.64,44.94,
2019-06-11,soybean oil,Major Exporters  3/,2017/18,out of scope,0.74,19.35,0.33,7.25,0.89,12.28,
2019-06-11,soybean oil,Argentina,2017/18,out of scope,0.28,7.24,0.0,4.13,0.31,3.08,
2019-06-11,soybean oil,Brazil,2017/18,out of scope,0.29,8.54,0.05,1.51,0.42,6.94,
2019-06-11,soybean oil,European Union,2017/18,out of scope,0.16,2.84,0.28,0.9,0.16,2.23,
2019-06-11,soybean oil,Major Importers  4/,2017/18,out of scope,1.37,18.43,5.78,0.27,0.89,24.41,
2019-06-11,soybean oil,China,2017/18,out of scope,0.67,16.13,0.48,0.21,0.57,16.5,
2019-06-11,soybean oil,India,2017/18,out of scope,0.48,1.39,2.98,0.01,0.12,4.72,
2019-06-11,soybean oil,North Africa 5/,2017/18,out of scope,0.13,0.7,1.53,0.06,0.13,2.18,
2019-06-11,soybean oil,World  2/,2018/19 Est.,out of scope,3.54,56.51,10.95,11.21,3.62,56.17,
2019-06-11,soybean oil,World Less China,2018/19 Est.,out of scope,2.97,41.1,10.05,11.09,3.11,39.92,
2019-06-11,soybean oil,United States,2018/19 Est.,out of scope,0.91,11.12,0.18,0.98,0.89,10.34,
2019-06-11,soybean oil,Total Foreign,2018/19 Est.,out of scope,2.64,45.4,10.76,10.24,2.73,45.83,
2019-06-11,soybean oil,Major Exporters  3/,2018/19 Est.,out of scope,0.89,20.23,0.38,8.01,0.97,12.52,
2019-06-11,soybean oil,Argentina,2018/19 Est.,out of scope,0.31,8.2,0.0,5.1,0.33,3.08,
2019-06-11,soybean oil,Brazil,2018/19 Est.,out of scope,0.42,8.2,0.05,1.2,0.34,7.13,
2019-06-11,soybean oil,European Union,2018/19 Est.,out of scope,0.16,3.1,0.33,1.0,0.3,2.28,
2019-06-11,soybean oil,Major Importers  4/,2018/19 Est.,out of scope,0.89,18.09,6.71,0.21,0.91,24.57,
2019-06-11,soybean oil,China,2018/19 Est.,out of scope,0.57,15.41,0.9,0.13,0.51,16.25,
2019-06-11,soybean oil,India,2018/19 Est.,out of scope,0.12,1.71,3.4,0.01,0.23,5.0,
2019-06-11,soybean oil,North Africa 5/,2018/19 Est.,out of scope,0.13,0.73,1.63,0.08,0.13,2.28,
2019-06-11,soybean oil,World  2/,2019/20 Proj.,out of scope,3.62,57.67,11.43,11.75,3.52,57.44,
2019-06-11,soybean oil,World Less China,2019/20 Proj.,out of scope,3.11,42.26,10.33,11.63,3.02,41.05,
2019-06-11,soybean oil,United States,2019/20 Proj.,out of scope,0.89,11.13,0.2,0.82,0.7,10.71,
2019-06-11,soybean oil,Total Foreign,2019/20 Proj.,out of scope,2.73,46.54,11.23,10.93,2.82,46.74,
2019-06-11,soybean oil,Major Exporters  3/,2019/20 Proj.,out of scope,0.97,20.97,0.38,8.62,1.03,12.68,
2019-06-11,soybean oil,Argentina,2019/20 Proj.,out of scope,0.33,8.8,0.0,5.65,0.34,3.14,
2019-06-11,soybean oil,Brazil,2019/20 Proj.,out of scope,0.34,8.39,0.05,1.25,0.32,7.2,
2019-06-11,soybean oil,European Union,2019/20 Proj.,out of scope,0.3,3.04,0.33,1.0,0.36,2.31,
2019-06-11,soybean oil,Major Importers  4/,2019/20 Proj.,out of scope,0.91,18.16,7.06,0.21,0.94,24.97,
2019-06-11,soybean oil,China,2019/20 Proj.,out of scope,0.51,15.41,1.1,0.13,0.5,16.39,
2019-06-11,soybean oil,India,2019/20 Proj.,out of scope,0.23,1.71,3.5,0.01,0.23,5.2,
2019-06-11,soybean oil,North Africa 5/,2019/20 Proj.,out of scope,0.13,0.73,1.66,0.08,0.12,2.32,
2019-07-11,wheat,World  3/,2017/18,out of scope,262.08,761.88,179.78,182.04,281.06,,
2019-07-11,wheat,World Less China,2017/18,out of scope,147.15,627.55,175.78,181.04,149.8,,
2019-07-11,wheat,United States,2017/18,out of scope,32.13,47.38,4.3,24.66,29.91,,
2019-07-11,wheat,Total Foreign,2017/18,out of scope,229.95,714.5,175.48,157.38,251.15,,
2019-07-11,wheat,Major Exporters  4/,2017/18,out of scope,36.16,332.71,6.96,130.95,39.34,,
2019-07-11,wheat,Argentina,2017/18,out of scope,0.25,18.5,0.0,12.66,0.64,,
2019-07-11,wheat,Australia,2017/18,out of scope,5.73,20.94,0.16,13.85,5.51,,
2019-07-11,wheat,Canada,2017/18,out of scope,6.86,29.98,0.45,21.95,5.92,,
2019-07-11,wheat,European Union  5/,2017/18,out of scope,10.72,151.14,5.82,23.29,14.0,,
2019-07-11,wheat,Russia,2017/18,out of scope,10.83,85.17,0.47,41.42,12.04,,
2019-07-11,wheat,Ukraine,2017/18,out of scope,1.77,26.98,0.06,17.78,1.24,,
2019-07-11,wheat,Major Importers  6/,2017/18,out of scope,160.5,202.93,115.28,12.24,176.23,,
2019-07-11,wheat,Bangladesh,2017/18,out of scope,1.88,1.15,6.15,0.0,1.69,,
2019-07-11,wheat,Brazil,2017/18,out of scope,2.26,4.26,7.02,0.23,1.31,,
2019-07-11,wheat,China,2017/18,out of scope,114.93,134.33,4.0,1.0,131.26,,
2019-07-11,wheat,Japan,2017/18,out of scope,1.21,0.97,5.88,0.28,1.18,,
2019-07-11,wheat,N. Africa  7/,2017/18,out of scope,14.15,19.25,27.45,0.83,14.79,,
2019-07-11,wheat,Nigeria,2017/18,out of scope,0.2,0.07,5.09,0.4,0.2,,
2019-07-11,wheat,Sel. Mideast  8/,2017/18,out of scope,16.67,18.36,18.27,0.83,14.56,,
2019-07-11,wheat,Southeast Asia  9/,2017/18,out of scope,5.6,0.0,25.87,1.04,5.03,,
2019-07-11,wheat,India,2017/18,out of scope,9.8,98.51,1.17,0.57,13.23,,
2019-07-11,wheat,Kazakhstan,2017/18,out of scope,3.36,14.8,0.1,9.0,2.37,,
2019-07-11,wheat,World  3/,2018/19 Est.,out of scope,281.06,730.9,173.92,175.26,275.15,,
2019-07-11,wheat,World Less China,2018/19 Est.,out of scope,149.8,599.47,170.72,174.06,135.45,,
2019-07-11,wheat,United States,2018/19 Est.,out of scope,29.91,51.29,3.67,25.48,29.18,,
2019-07-11,wheat,Total Foreign,2018/19 Est.,out of scope,251.15,679.61,170.25,149.78,245.97,,
2019-07-11,wheat,Major Exporters  4/,2018/19 Est.,out of scope,39.34,302.56,7.06,122.7,29.91,,
2019-07-11,wheat,Argentina,2018/19 Est.,out of scope,0.64,19.5,0.01,13.0,1.39,,
2019-07-11,wheat,Australia,2018/19 Est.,out of scope,5.51,17.3,0.3,9.0,4.91,,
2019-07-11,wheat,Canada,2018/19 Est.,out of scope,5.92,31.8,0.45,24.5,4.67,,
2019-07-11,wheat,European Union  5/,2018/19 Est.,out of scope,14.0,137.22,5.7,24.0,9.81,,
2019-07-11,wheat,Russia,2018/19 Est.,out of scope,12.04,71.69,0.5,36.0,7.73,,
2019-07-11,wheat,Ukraine,2018/19 Est.,out of scope,1.24,25.06,0.1,16.2,1.4,,
2019-07-11,wheat,Major Importers  6/,2018/19 Est.,out of scope,176.23,199.7,112.32,12.03,181.86,,
2019-07-11,wheat,Bangladesh,2018/19 Est.,out of scope,1.69,1.0,5.0,0.0,0.69,,
2019-07-11,wheat,Brazil,2018/19 Est.,out of scope,1.31,5.43,7.3,0.6,1.34,,
2019-07-11,wheat,China,2018/19 Est.,out of scope,131.26,131.43,3.2,1.2,139.69,,
2019-07-11,wheat,Japan,2018/19 Est.,out of scope,1.18,0.88,5.8,0.27,1.06,,
2019-07-11,wheat,N. Africa  7/,2018/19 Est.,out of scope,14.79,21.0,27.1,0.71,16.11,,
2019-07-11,wheat,Nigeria,2018/19 Est.,out of scope,0.2,0.06,4.9,0.4,0.2,,
2019-07-11,wheat,Sel. Mideast  8/,2018/19 Est.,out of scope,14.56,17.88,17.07,0.55,11.11,,
2019-07-11,wheat,Southeast Asia  9/,2018/19 Est.,out of scope,5.03,0.0,26.45,1.06,4.78,,
2019-07-11,wheat,India,2018/19 Est.,out of scope,13.23,99.87,0.02,0.5,16.99,,
2019-07-11,wheat,Kazakhstan,2018/19 Est.,out of scope,2.37,13.95,0.08,8.5,1.29,,
2019-07-11,wheat,World  3/,2019/20 Proj.,out of scope,275.15,771.46,178.91,183.11,286.46,,
2019-07-11,wheat,World Less China,2019/20 Proj.,out of scope,135.45,639.46,175.41,181.81,140.57,,
2019-07-11,wheat,United States,2019/20 Proj.,out of scope,29.18,52.28,3.81,25.86,27.22,,
2019-07-11,wheat,Total Foreign,2019/20 Proj.,out of scope,245.97,719.18,175.1,157.25,259.25,,
2019-07-11,wheat,Major Exporters  4/,2019/20 Proj.,out of scope,29.91,328.8,6.69,131.0,32.34,,
2019-07-11,wheat,Argentina,2019/20 Proj.,out of scope,1.39,20.0,0.01,14.0,1.45,,
2019-07-11,wheat,Australia,2019/20 Proj.,out of scope,4.91,21.0,0.15,12.5,5.06,,
2019-07-11,wheat,Canada,2019/20 Proj.,out of scope,4.67,33.3,0.45,24.0,5.12,,
2019-07-11,wheat,European Union  5/,2019/20 Proj.,out of scope,9.81,151.3,5.5,27.0,11.61,,
2019-07-11,wheat,Russia,2019/20 Proj.,out of scope,7.73,74.2,0.5,34.5,7.43,,
2019-07-11,wheat,Ukraine,2019/20 Proj.,out of scope,1.4,29.0,0.08,19.0,1.67,,
2019-07-11,wheat,Major Importers  6/,2019/20 Proj.,out of scope,181.86,204.97,116.12,12.85,189.23,,
2019-07-11,wheat,Bangladesh,2019/20 Proj.,out of scope,0.69,1.1,6.5,0.0,0.99,,
2019-07-11,wheat,Brazil,2019/20 Proj.,out of scope,1.34,5.3,7.5,0.6,1.34,,
2019-07-11,wheat,China,2019/20 Proj.,out of scope,139.69,132.0,3.5,1.3,145.89,,
2019-07-11,wheat,Japan,2019/20 Proj.,out of scope,1.06,0.95,5.9,0.28,1.13,,
2019-07-11,wheat,N. Africa  7/,2019/20 Proj.,out of scope,16.11,18.87,27.4,0.69,15.04,,
2019-07-11,wheat,Nigeria,2019/20 Proj.,out of scope,0.2,0.06,5.2,0.4,0.2,,
2019-07-11,wheat,Sel. Mideast  8/,2019/20 Proj.,out of scope,11.11,22.46,17.32,0.72,11.18,,
2019-07-11,wheat,Southeast Asia  9/,2019/20 Proj.,out of scope,4.78,0.0,27.7,1.07,5.0,,
2019-07-11,wheat,India,2019/20 Proj.,out of scope,16.99,101.2,0.02,0.5,19.71,,
2019-07-11,wheat,Kazakhstan,2019/20 Proj.,out of scope,1.29,14.0,0.06,7.5,1.25,,
2019-07-11,corn,World  3/,2017/18,out of scope,351.45,1077.98,149.93,148.75,339.3,1090.14,
2019-07-11,corn,World Less China,2017/18,out of scope,128.44,818.91,146.48,148.73,116.78,827.14,
2019-07-11,corn,United States,2017/18,out of scope,58.25,371.1,0.92,61.92,54.37,313.98,
2019-07-11,corn,Total Foreign,2017/18,out of scope,293.2,706.89,149.02,86.83,284.94,776.16,
2019-07-11,corn,Major Exporters  4/,2017/18,out of scope,25.32,164.42,1.18,73.26,14.03,103.63,
2019-07-11,corn,Argentina,2017/18,out of scope,5.27,32.0,0.01,22.5,2.38,12.4,
2019-07-11,corn,Brazil,2017/18,out of scope,14.02,82.0,0.92,25.12,7.31,64.5,
2019-07-11,corn,Russia,2017/18,out of scope,0.78,13.2,0.05,5.53,0.2,8.3,
2019-07-11,corn,South Africa,2017/18,out of scope,3.7,13.1,0.17,2.07,2.67,12.23,
2019-07-11,corn,Ukraine,2017/18,out of scope,1.55,24.12,0.04,18.04,1.47,6.2,
2019-07-11,corn,Major Importers  5/,2017/18,out of scope,21.97,125.99,88.35,3.72,23.74,208.85,
2019-07-11,corn,Egypt,2017/18,out of scope,1.89,6.4,9.46,0.01,1.84,15.9,
2019-07-11,corn,European Union  6/,2017/18,out of scope,7.6,62.03,18.47,1.75,9.84,76.5,
2019-07-11,corn,Japan,2017/18,out of scope,1.32,0.0,15.67,0.0,1.39,15.6,
2019-07-11,corn,Mexico,2017/18,out of scope,5.41,27.57,16.13,0.96,5.65,42.5,
2019-07-11,corn,Southeast Asia  7/,2017/18,out of scope,3.28,29.84,14.2,1.0,2.32,44.0,
2019-07-11,corn,South Korea,2017/18,out of scope,1.8,0.07,10.02,0.0,1.89,10.0,
2019-07-11,corn,Selected Other,2017/18,out of scope,,,,,0.0,,
2019-07-11,corn,Canada,2017/18,out of scope,2.57,14.1,1.7,1.94,2.42,14.02,
2019-07-11,corn,China,2017/18,out of scope,223.02,259.07,3.46,0.02,222.53,263.0,
2019-07-11,corn,World  3/,2018/19 Est.,out of scope,339.3,1122.69,163.84,172.38,328.75,1133.24,
2019-07-11,corn,World Less China,2018/19 Est.,out of scope,116.78,865.36,158.84,172.36,118.92,858.24,
2019-07-11,corn,United States,2018/19 Est.,out of scope,54.37,366.29,0.89,53.34,59.45,308.75,
2019-07-11,corn,Total Foreign,2018/19 Est.,out of scope,284.94,756.4,162.95,119.04,269.3,824.49,
2019-07-11,corn,Major Exporters  4/,2018/19 Est.,out of scope,14.03,210.72,2.1,103.5,16.24,107.1,
2019-07-11,corn,Argentina,2018/19 Est.,out of scope,2.38,51.0,0.01,35.0,4.58,13.8,
2019-07-11,corn,Brazil,2018/19 Est.,out of scope,7.31,101.0,1.0,35.0,7.81,66.5,
2019-07-11,corn,Russia,2018/19 Est.,out of scope,0.2,11.42,0.05,3.0,0.26,8.4,
2019-07-11,corn,South Africa,2018/19 Est.,out of scope,2.67,11.5,1.0,1.0,1.97,12.2,
2019-07-11,corn,Ukraine,2018/19 Est.,out of scope,1.47,35.81,0.04,29.5,1.61,6.2,
2019-07-11,corn,Major Importers  5/,2018/19 Est.,out of scope,23.74,127.18,96.6,4.29,20.68,222.55,
2019-07-11,corn,Egypt,2018/19 Est.,out of scope,1.84,6.8,9.7,0.01,2.13,16.2,
2019-07-11,corn,European Union  6/,2018/19 Est.,out of scope,9.84,63.4,23.5,2.5,7.24,87.0,
2019-07-11,corn,Japan,2018/19 Est.,out of scope,1.39,0.0,15.5,0.0,1.4,15.5,
2019-07-11,corn,Mexico,2018/19 Est.,out of scope,5.65,26.7,17.0,0.8,4.65,43.9,
2019-07-11,corn,Southeast Asia  7/,2018/19 Est.,out of scope,2.32,30.12,16.6,0.98,2.86,45.2,
2019-07-11,corn,South Korea,2018/19 Est.,out of scope,1.89,0.08,10.2,0.0,1.86,10.3,
2019-07-11,corn,Selected Other,2018/19 Est.,out of scope,,,,,0.0,,
2019-07-11,corn,Canada,2018/19 Est.,out of scope,2.42,13.9,2.2,2.0,2.02,14.5,
2019-07-11,corn,China,2018/19 Est.,out of scope,222.53,257.33,5.0,0.02,209.84,275.0,
2019-07-11,corn,World  3/,2019/20 Proj.,out of scope,328.75,1105.14,167.83,170.84,298.92,1134.97,
2019-07-11,corn,World Less China,2019/20 Proj.,out of scope,118.92,851.14,160.83,170.82,107.1,855.97,
2019-07-11,corn,United States,2019/20 Proj.,out of scope,59.45,352.44,1.27,54.61,51.07,307.48,
2019-07-11,corn,Total Foreign,2019/20 Proj.,out of scope,269.3,752.7,166.56,116.23,247.85,827.49,
2019-07-11,corn,Major Exporters  4/,2019/20 Proj.,out of scope,16.24,212.5,1.17,102.0,16.21,111.7,
2019-07-11,corn,Argentina,2019/20 Proj.,out of scope,4.58,50.0,0.01,33.5,6.09,15.0,
2019-07-11,corn,Brazil,2019/20 Proj.,out of scope,7.81,101.0,1.0,34.0,6.31,69.5,
2019-07-11,corn,Russia,2019/20 Proj.,out of scope,0.26,13.5,0.04,5.0,0.3,8.5,
2019-07-11,corn,South Africa,2019/20 Proj.,out of scope,1.97,14.0,0.1,1.5,2.27,12.3,
2019-07-11,corn,Ukraine,2019/20 Proj.,out of scope,1.61,34.0,0.02,28.0,1.23,6.4,
2019-07-11,corn,Major Importers  5/,2019/20 Proj.,out of scope,20.68,130.27,95.1,4.49,20.41,221.15,
2019-07-11,corn,Egypt,2019/20 Proj.,out of scope,2.13,7.2,10.0,0.01,2.42,16.9,
2019-07-11,corn,European Union  6/,2019/20 Proj.,out of scope,7.24,64.2,20.0,2.0,7.94,81.5,
2019-07-11,corn,Japan,2019/20 Proj.,out of scope,1.4,0.0,15.6,0.0,1.4,15.6,
2019-07-11,corn,Mexico,2019/20 Proj.,out of scope,4.65,27.0,18.5,1.5,3.15,45.5,
2019-07-11,corn,Southeast Asia  7/,2019/20 Proj.,out of scope,2.86,31.71,16.4,0.98,3.39,46.6,
2019-07-11,corn,South Korea,2019/20 Proj.,out of scope,1.86,0.08,10.5,0.0,1.84,10.6,
2019-07-11,corn,Canada,2019/20 Proj.,out of scope,2.02,14.0,1.0,1.5,1.82,13.7,
2019-07-11,corn,China,2019/20 Proj.,out of scope,209.84,254.0,7.0,0.02,191.82,279.0,
2019-07-11,soybean,World  2/,2017/18,out of scope,96.16,341.53,152.92,153.08,99.1,,338.43
2019-07-11,soybean,World Less China,2017/18,out of scope,75.5,326.33,58.82,152.95,75.57,,232.13
2019-07-11,soybean,United States,2017/18,out of scope,8.21,120.07,0.59,58.07,11.92,,58.87
2019-07-11,soybean,Total Foreign,2017/18,out of scope,87.95,221.47,152.32,95.01,87.17,,279.55
2019-07-11,soybean,Major Exporters  3/,2017/18,out of scope,60.64,171.43,4.89,85.57,57.23,,94.17
2019-07-11,soybean,Argentina,2017/18,out of scope,27.0,37.8,4.7,2.11,23.75,,43.63
2019-07-11,soybean,Brazil,2017/18,out of scope,33.21,122.0,0.18,76.18,32.7,,46.51
2019-07-11,soybean,Paraguay,2017/18,out of scope,0.44,10.3,0.01,6.03,0.77,,3.94
2019-07-11,soybean,Major Importers  4/,2017/18,out of scope,23.34,19.11,124.51,0.43,26.17,,140.35
2019-07-11,soybean,China,2017/18,out of scope,20.66,15.2,94.1,0.13,23.52,,106.3
